"","animal_id_intake","intake_type","intake_condition","time_in_shelter_days","animal_type","sex_upon_intake","age_upon_intake_(years)","age_upon_intake_age_group","breed","color","outcome_type","age","time_in_shelter_months","time_in_shelter_weeks","binary","trinary","fixed_or_not"
"13577","A754467","Stray","Normal",8,"Cat","Male",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13578","A754481","Stray","Normal",58,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Medium Hair Mix","Torbie","Adoption",0.1,2,8,1,"over one month","Intact"
"13579","A754488","Stray","Normal",6,"Dog","Male",0.0821917808219178,"(-0.025, 2.5]","Border Collie Mix","Black","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13580","A754491","Owner Surrender","Normal",7,"Dog","Male",0.575342465753425,"(-0.025, 2.5]","Border Collie","Black","Adoption",0.6,0,1,0,"under_one_month","Fixed"
"13581","A754496","Stray","Normal",8,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13582","A754498","Stray","Normal",51,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Adoption",0.1,2,7,1,"over one month","Intact"
"13583","A754504","Stray","Normal",79,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,3,11,1,"over one month","Intact"
"13584","A754505","Stray","Normal",79,"Cat","Male",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,3,11,1,"over one month","Intact"
"13585","A754506","Stray","Normal",53,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,8,1,"over one month","Intact"
"13586","A754507","Stray","Normal",84,"Cat","Male",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Adoption",0.1,3,12,1,"over one month","Intact"
"13587","A754508","Stray","Normal",62,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Adoption",0.1,2,9,1,"over one month","Intact"
"13588","A754561","Stray","Injured",62,"Dog","Female",1,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",1,2,9,1,"over one month","Intact"
"13589","A754576","Owner Surrender","Normal",7,"Dog","Female",12,"(10.0, 12.5]","Miniature Schnauzer","Gray","Transfer",12,0,1,0,"under_one_month","Fixed"
"13590","A754580","Public Assist","Normal",7,"Dog","Male",3,"(2.5, 5.0]","Labrador Retriever","Yellow","Return to Owner",3,0,1,0,"under_one_month","Fixed"
"13591","A754590","Stray","Normal",6,"Dog","Female",2,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Black","Adoption",2,0,1,0,"under_one_month","Intact"
"13592","A754602","Stray","Normal",8,"Dog","Female",2,"(-0.025, 2.5]","German Shepherd Mix","Black","Adoption",2,0,1,0,"under_one_month","Fixed"
"13593","A754617","Public Assist","Normal",8,"Dog","Male",2,"(-0.025, 2.5]","Miniature Poodle Mix","White","Rto-Adopt",2,0,1,0,"under_one_month","Intact"
"13594","A754618","Stray","Injured",7,"Dog","Male",2,"(-0.025, 2.5]","German Shepherd","Black","Transfer",2,0,1,0,"under_one_month","Intact"
"13595","A754621","Stray","Normal",9,"Dog","Female",0.73972602739726,"(-0.025, 2.5]","German Shepherd Mix","Black","Adoption",0.7,0,1,0,"under_one_month","Intact"
"13596","A754667","Stray","Normal",56,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,8,1,"over one month","Intact"
"13597","A754668","Stray","Sick",56,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,8,1,"over one month","Intact"
"13598","A754669","Stray","Normal",56,"Cat","Male",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,8,1,"over one month","Intact"
"13599","A754675","Owner Surrender","Normal",81,"Dog","Female",2,"(-0.025, 2.5]","Staffordshire Mix","Blue","Adoption",2,3,12,1,"over one month","Fixed"
"13600","A754685","Stray","Normal",7,"Dog","Male",0.328767123287671,"(-0.025, 2.5]","Border Terrier Mix","Apricot","Adoption",0.3,0,1,0,"under_one_month","Intact"
"13601","A754703","Stray","Normal",9,"Cat","Female",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Calico","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13602","A754704","Stray","Normal",8,"Cat","Male",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13603","A754705","Stray","Normal",8,"Cat","Male",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13604","A754715","Stray","Normal",6,"Dog","Female",0.164383561643836,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13605","A754720","Stray","Normal",6,"Dog","Female",0.164383561643836,"(-0.025, 2.5]","Black","Black","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13606","A754721","Stray","Normal",6,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Plott Hound Mix","Brown Brindle","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13607","A754722","Stray","Normal",6,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Plott Hound Mix","Black","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13608","A754726","Stray","Normal",6,"Dog","Female",5,"(2.5, 5.0]","Chihuahua Shorthair Mix","Cream","Adoption",5,0,1,0,"under_one_month","Intact"
"13609","A754737","Stray","Injured",7,"Dog","Male",8,"(7.5, 10.0]","Rat Terrier Mix","White","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"13610","A754758","Stray","Normal",55,"Dog","Female",2,"(-0.025, 2.5]","Staffordshire Mix","Brown","Adoption",2,2,8,1,"over one month","Intact"
"13611","A754762","Stray","Normal",6,"Dog","Female",4,"(2.5, 5.0]","German Shepherd Mix","Black","Adoption",4,0,1,0,"under_one_month","Fixed"
"13612","A754792","Public Assist","Normal",84,"Dog","Male",10,"(7.5, 10.0]","Akita Mix","Brown","Transfer",10,3,12,1,"over one month","Intact"
"13613","A754796","Stray","Normal",67,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,10,1,"over one month","Intact"
"13614","A754797","Stray","Normal",67,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,10,1,"over one month","Intact"
"13615","A754798","Stray","Normal",67,"Cat","Male",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.1,2,10,1,"over one month","Intact"
"13616","A754800","Stray","Normal",7,"Dog","Male",0.0821917808219178,"(-0.025, 2.5]","Labrador Retriever Mix","White","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13617","A754807","Stray","Normal",8,"Dog","Male",2,"(-0.025, 2.5]","Pit Bull Mix","Black","Transfer",2,0,1,0,"under_one_month","Intact"
"13618","A754811","Stray","Normal",6,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13619","A754825","Stray","Normal",6,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13620","A754827","Stray","Normal",9,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13621","A754829","Stray","Normal",9,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13622","A754830","Stray","Normal",9,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13623","A754842","Stray","Normal",6,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Boxer Mix","Brown Brindle","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13624","A754845","Stray","Normal",7,"Dog","Female",7,"(5.0, 7.5]","Chow Chow Mix","Tan","Rto-Adopt",7,0,1,0,"under_one_month","Fixed"
"13625","A754845","Stray","Normal",8,"Dog","Female",6,"(5.0, 7.5]","Chow Chow Mix","Tan","Adoption",6,0,1,0,"under_one_month","Intact"
"13626","A754855","Stray","Normal",6,"Dog","Female",0.246575342465753,"(-0.025, 2.5]","Chinese Sharpei","Black","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13627","A754865","Stray","Normal",59,"Dog","Female",0.73972602739726,"(-0.025, 2.5]","Labrador Retriever","Buff","Adoption",0.7,2,8,1,"over one month","Intact"
"13628","A754888","Public Assist","Normal",8,"Dog","Male",6,"(5.0, 7.5]","Labrador Retriever Mix","Yellow","Transfer",6,0,1,0,"under_one_month","Fixed"
"13629","A754898","Owner Surrender","Normal",65,"Dog","Female",7,"(5.0, 7.5]","Labrador Retriever Mix","Tan","Transfer",7,2,9,1,"over one month","Fixed"
"13630","A754900","Stray","Normal",9,"Dog","Female",5,"(2.5, 5.0]","Rat Terrier","Tricolor","Transfer",5,0,1,0,"under_one_month","Fixed"
"13631","A754901","Stray","Normal",84,"Dog","Male",0.0821917808219178,"(-0.025, 2.5]","Chihuahua Longhair Mix","Tan","Adoption",0.1,3,12,1,"over one month","Intact"
"13632","A754902","Stray","Normal",6,"Dog","Male",0.73972602739726,"(-0.025, 2.5]","Australian Cattle Dog Mix","Blue Merle","Adoption",0.7,0,1,0,"under_one_month","Intact"
"13633","A754923","Stray","Normal",6,"Dog","Male",8,"(7.5, 10.0]","Jack Russell Terrier Mix","Tricolor","Adoption",8,0,1,0,"under_one_month","Fixed"
"13634","A754935","Stray","Normal",8,"Dog","Male",1,"(-0.025, 2.5]","Pit Bull Mix","Brown Brindle","Rto-Adopt",1,0,1,0,"under_one_month","Intact"
"13635","A754972","Stray","Normal",51,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,7,1,"over one month","Intact"
"13636","A754973","Stray","Normal",8,"Dog","Male",0.328767123287671,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",0.3,0,1,0,"under_one_month","Intact"
"13637","A754982","Stray","Normal",61,"Dog","Male",1,"(-0.025, 2.5]","German Shepherd","Black","Adoption",1,2,9,1,"over one month","Intact"
"13638","A754992","Stray","Normal",9,"Cat","Female",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Silver Tabby","Return to Owner",2,0,1,0,"under_one_month","Intact"
"13639","A755003","Public Assist","Normal",8,"Cat","Male",3,"(2.5, 5.0]","Domestic Shorthair Mix","Blue","Return to Owner",3,0,1,0,"under_one_month","Intact"
"13640","A755015","Stray","Aged",7,"Dog","Female",13,"(12.5, 15.0]","German Shepherd Mix","Black","Transfer",13,0,1,0,"under_one_month","Fixed"
"13641","A755016","Stray","Injured",58,"Dog","Male",0.0821917808219178,"(-0.025, 2.5]","American Staffordshire Terrier Mix","White","Adoption",0.1,2,8,1,"over one month","Intact"
"13642","A755022","Stray","Normal",6,"Dog","Male",3,"(2.5, 5.0]","Great Pyrenees","Tan","Adoption",3,0,1,0,"under_one_month","Intact"
"13643","A755040","Stray","Normal",67,"Cat","Male",0.0191780821917808,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0,2,10,1,"over one month","Intact"
"13644","A755041","Stray","Normal",67,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Torbie","Adoption",0.1,2,10,1,"over one month","Intact"
"13645","A755061","Stray","Normal",7,"Dog","Female",0.410958904109589,"(-0.025, 2.5]","Labrador Retriever Mix","Tan","Adoption",0.4,0,1,0,"under_one_month","Intact"
"13646","A755094","Stray","Normal",63,"Cat","Male",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,9,1,"over one month","Intact"
"13647","A755096","Stray","Normal",6,"Dog","Male",5,"(2.5, 5.0]","German Shepherd Mix","Black","Adoption",5,0,1,0,"under_one_month","Fixed"
"13648","A755130","Stray","Normal",6,"Cat","Male",2,"(-0.025, 2.5]","Domestic Shorthair Mix","White","Transfer",2,0,1,0,"under_one_month","Intact"
"13649","A755133","Stray","Normal",7,"Dog","Male",0.328767123287671,"(-0.025, 2.5]","German Shepherd Mix","Tan","Adoption",0.3,0,1,0,"under_one_month","Intact"
"13650","A755154","Owner Surrender","Normal",8,"Dog","Female",2,"(-0.025, 2.5]","Staffordshire Mix","White","Adoption",2,0,1,0,"under_one_month","Fixed"
"13651","A755154","Stray","Normal",8,"Dog","Female",2,"(-0.025, 2.5]","Staffordshire Mix","White","Adoption",2,0,1,0,"under_one_month","Intact"
"13652","A755157","Stray","Normal",7,"Dog","Female",0.73972602739726,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Black","Adoption",0.7,0,1,0,"under_one_month","Fixed"
"13653","A755159","Stray","Normal",7,"Dog","Male",0.73972602739726,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Tan","Adoption",0.7,0,1,0,"under_one_month","Fixed"
"13654","A755166","Stray","Normal",74,"Dog","Male",0.0767123287671233,"(-0.025, 2.5]","Pit Bull Mix","Black","Adoption",0.1,2,11,1,"over one month","Intact"
"13655","A755168","Stray","Normal",9,"Cat","Male",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13656","A755173","Stray","Normal",8,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13657","A755193","Stray","Normal",6,"Dog","Male",0.328767123287671,"(-0.025, 2.5]","Plott Hound Mix","Brown Brindle","Adoption",0.3,0,1,0,"under_one_month","Intact"
"13658","A755196","Owner Surrender","Normal",7,"Dog","Male",10,"(7.5, 10.0]","Rat Terrier Mix","Tricolor","Adoption",10,0,1,0,"under_one_month","Fixed"
"13659","A755198","Stray","Normal",6,"Dog","Female",11,"(10.0, 12.5]","Dachshund Mix","Black","Return to Owner",11,0,1,0,"under_one_month","Intact"
"13660","A755200","Stray","Injured",67,"Cat","Male",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","White","Adoption",0.2,2,10,1,"over one month","Intact"
"13661","A755201","Stray","Normal",6,"Cat","Male",3,"(2.5, 5.0]","Domestic Shorthair Mix","White","Adoption",3,0,1,0,"under_one_month","Intact"
"13662","A755202","Public Assist","Normal",9,"Dog","Male",1,"(-0.025, 2.5]","Pit Bull Mix","White","Return to Owner",1,0,1,0,"under_one_month","Intact"
"13663","A755213","Owner Surrender","Normal",75,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","Blue","Adoption",2,2,11,1,"over one month","Fixed"
"13664","A755213","Stray","Normal",69,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","Blue","Adoption",2,2,10,1,"over one month","Intact"
"13665","A755218","Stray","Normal",7,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Cream Tabby","Euthanasia",0.1,0,1,0,"under_one_month","Intact"
"13666","A755226","Owner Surrender","Normal",57,"Cat","Male",12,"(10.0, 12.5]","Domestic Shorthair Mix","Blue Tabby","Adoption",12,2,8,1,"over one month","Fixed"
"13667","A755229","Stray","Normal",8,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","Black","Transfer",2,0,1,0,"under_one_month","Intact"
"13668","A755233","Stray","Normal",8,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13669","A755234","Stray","Normal",8,"Cat","Male",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13670","A755239","Stray","Normal",6,"Dog","Female",0.246575342465753,"(-0.025, 2.5]","Beagle Mix","White","Adoption",0.2,0,1,0,"under_one_month","Fixed"
"13671","A755251","Stray","Normal",6,"Dog","Female",1,"(-0.025, 2.5]","German Shepherd Mix","Tan","Adoption",1,0,1,0,"under_one_month","Intact"
"13672","A755252","Stray","Normal",7,"Cat","Female",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13673","A755254","Stray","Normal",8,"Cat","Male",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13674","A755269","Stray","Normal",8,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","Blue","Transfer",2,0,1,0,"under_one_month","Intact"
"13675","A755277","Stray","Normal",9,"Dog","Female",1,"(-0.025, 2.5]","Anatol Shepherd Mix","Tan","Transfer",1,0,1,0,"under_one_month","Fixed"
"13676","A755278","Owner Surrender","Normal",7,"Dog","Female",8,"(7.5, 10.0]","Rottweiler","Black","Adoption",8,0,1,0,"under_one_month","Fixed"
"13677","A755280","Owner Surrender","Normal",7,"Dog","Female",4,"(2.5, 5.0]","Australian Shepherd","Black","Adoption",4,0,1,0,"under_one_month","Fixed"
"13678","A755280","Stray","Normal",7,"Dog","Female",3,"(2.5, 5.0]","Australian Shepherd","Black","Adoption",3,0,1,0,"under_one_month","Fixed"
"13679","A755281","Owner Surrender","Normal",7,"Cat","Male",0.904109589041096,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Adoption",0.9,0,1,0,"under_one_month","Fixed"
"13680","A755281","Public Assist","Normal",9,"Cat","Male",0.493150684931507,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Adoption",0.5,0,1,0,"under_one_month","Intact"
"13681","A755310","Stray","Normal",7,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","White","Transfer",2,0,1,0,"under_one_month","Fixed"
"13682","A755325","Public Assist","Normal",7,"Dog","Male",8,"(7.5, 10.0]","Labrador Retriever Mix","Black","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"13683","A755326","Stray","Normal",7,"Cat","Female",0.73972602739726,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.7,0,1,0,"under_one_month","Intact"
"13684","A755341","Stray","Normal",6,"Dog","Female",0.410958904109589,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",0.4,0,1,0,"under_one_month","Intact"
"13685","A755359","Owner Surrender","Normal",9,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13686","A755360","Owner Surrender","Normal",9,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13687","A755362","Owner Surrender","Normal",9,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",0.1,0,1,0,"under_one_month","Intact"
"13688","A755363","Owner Surrender","Normal",6,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13689","A755366","Owner Surrender","Normal",6,"Dog","Male",0.410958904109589,"(-0.025, 2.5]","Labrador Retriever Mix","White","Transfer",0.4,0,1,0,"under_one_month","Intact"
"13690","A755379","Stray","Normal",6,"Dog","Female",1,"(-0.025, 2.5]","Pointer Mix","Chocolate","Adoption",1,0,1,0,"under_one_month","Intact"
"13691","A755382","Stray","Normal",8,"Dog","Female",0.164383561643836,"(-0.025, 2.5]","Labrador Retriever","Tan","Adoption",0.2,0,1,0,"under_one_month","Intact"
"13692","A755387","Stray","Normal",9,"Dog","Male",0.575342465753425,"(-0.025, 2.5]","Australian Kelpie Mix","Black","Transfer",0.6,0,1,0,"under_one_month","Intact"
"13693","A755395","Stray","Normal",9,"Dog","Male",2,"(-0.025, 2.5]","Doberman Pinsch Mix","Black","Transfer",2,0,1,0,"under_one_month","Intact"
"13694","A755430","Stray","Normal",50,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,7,1,"over one month","Intact"
"13695","A755431","Stray","Normal",58,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,8,1,"over one month","Intact"
"13696","A755432","Stray","Normal",50,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,2,7,1,"over one month","Intact"
"13697","A755444","Owner Surrender","Normal",6,"Cat","Female",0.657534246575342,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Adoption",0.7,0,1,0,"under_one_month","Fixed"
"13698","A755444","Stray","Normal",9,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Adoption",0.1,0,1,0,"under_one_month","Intact"
"13699","A755456","Owner Surrender","Normal",7,"Dog","Female",3,"(2.5, 5.0]","Rat Terrier Mix","Tricolor","Transfer",3,0,1,0,"under_one_month","Intact"
